company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,sched_dep_hour,total_pax,lap_child_count,basic_economy_pax,child_count,stroller_users,pnr_count,ssr_total,ssr_wheelchair,ssr_umnr,ssr_medical,ssr_blind,ssr_deaf,ssr_pet,total_bags,transfer_bags,slack_minutes,neg_slack_minutes,pax_load_factor,transfer_bag_ratio,special_needs_numer,special_needs_ratio,wheelchair_ratio,umnr_ratio,medical_ratio,blind_ratio,deaf_ratio,pet_ratio,departure_delay_minutes,arrival_delay_minutes,day
UA,1659,2025-08-13,ORD,CUN,2025-08-13 10:42:00+00:00,2025-08-13 14:28:00+00:00,2025-08-13 10:49:00+00:00,2025-08-13 14:47:00+00:00,179,B737-900,Mainline,123,124,70,10,253,2,0,17,3,72,2,0,0,0,0,0,0,126.0,19.0,53,-53,1.0,0.15079365079365079,24,0.09486166007905138,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,2025-08-13
OO,5358,2025-08-02,ORD,CAK,2025-08-02 14:35:00+00:00,2025-08-02 17:09:00+00:00,2025-08-02 15:37:00+00:00,2025-08-02 18:10:00+00:00,50,CRJ-550,Express,-10,44,29,14,58,0,0,2,0,38,4,0,0,0,0,0,0,42.0,35.0,-39,39,1.0,0.8333333333333334,6,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,62.0,61.0,2025-08-02
UA,2487,2025-08-09,ORD,PHL,2025-08-09 21:23:00+00:00,2025-08-10 00:30:00+00:00,2025-08-09 22:16:00+00:00,2025-08-10 01:16:00+00:00,166,B737-800,Mainline,148,57,51,21,119,0,0,7,2,60,1,0,0,0,0,0,0,65.0,58.0,97,-97,0.7168674698795181,0.8923076923076924,10,0.08403361344537816,0.0,0.0,0.0,0.0,0.0,0.0,53.0,46.0,2025-08-09
UA,2039,2025-08-10,ORD,MCO,2025-08-10 17:51:00+00:00,2025-08-10 21:47:00+00:00,2025-08-10 22:42:00+00:00,2025-08-11 02:11:00+00:00,200,A321-2NX,Mainline,-222,61,62,17,195,1,0,9,0,110,1,0,0,0,0,0,0,137.0,86.0,-284,284,0.975,0.6277372262773723,11,0.05641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,291.0,264.0,2025-08-10
OO,4636,2025-08-02,ORD,SBN,2025-08-02 17:50:00+00:00,2025-08-02 19:48:00+00:00,2025-08-02 19:38:00+00:00,2025-08-02 21:14:00+00:00,50,CRJ-550,Express,45,31,29,17,59,0,0,3,0,38,3,0,0,0,0,0,0,44.0,46.0,16,-16,1.0,1.0,6,0.1016949152542373,0.0,0.0,0.0,0.0,0.0,0.0,108.0,86.0,2025-08-02
G7,4185,2025-08-01,ORD,STL,2025-08-01 20:05:00+00:00,2025-08-01 21:35:00+00:00,2025-08-01 20:02:00+00:00,2025-08-01 21:20:00+00:00,50,CRJ-550,Express,90,51,29,20,53,0,0,1,0,38,3,0,0,0,0,0,0,28.0,24.0,61,-61,1.0,0.8571428571428571,4,0.07547169811320754,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-15.0,2025-08-01
UA,2684,2025-08-02,ORD,FCA,2025-08-02 08:45:00+00:00,2025-08-02 11:36:00+00:00,2025-08-02 08:36:00+00:00,2025-08-02 10:55:00+00:00,179,B737-900,Mainline,579,601,56,8,250,0,0,18,3,76,0,0,0,0,0,0,0,121.0,59.0,523,-523,1.0,0.48760330578512395,21,0.084,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-41.0,2025-08-02
UA,2387,2025-08-08,ORD,MCO,2025-08-08 06:00:00+00:00,2025-08-08 09:47:00+00:00,2025-08-08 05:47:00+00:00,2025-08-08 09:35:00+00:00,179,B737-MAX9,Mainline,382,337,56,6,173,0,0,17,1,54,0,0,0,0,0,0,0,71.0,30.0,326,-326,0.9664804469273743,0.4225352112676056,18,0.10404624277456648,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,-12.0,2025-08-08
G7,4474,2025-08-09,ORD,AVL,2025-08-09 07:25:00+00:00,2025-08-09 10:21:00+00:00,2025-08-09 07:18:00+00:00,2025-08-09 10:01:00+00:00,50,CRJ-550,Express,660,665,29,7,57,0,0,4,0,29,0,0,0,0,0,0,0,24.0,17.0,631,-631,1.0,0.7083333333333334,4,0.07017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-20.0,2025-08-09
OO,5833,2025-08-09,ORD,DTW,2025-08-09 18:11:00+00:00,2025-08-09 20:45:00+00:00,2025-08-09 18:11:00+00:00,2025-08-09 20:46:00+00:00,76,ERJ-175,Express,86,102,34,18,64,0,0,4,2,42,0,0,0,0,0,0,0,60.0,56.0,52,-52,0.8421052631578947,0.9333333333333333,6,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2025-08-09
UA,1778,2025-08-13,ORD,OMA,2025-08-13 08:45:00+00:00,2025-08-13 10:26:00+00:00,2025-08-13 08:44:00+00:00,2025-08-13 10:10:00+00:00,166,B737-800,Mainline,48,50,51,8,125,0,0,3,0,102,8,0,0,0,0,0,0,93.0,81.0,-3,3,0.7530120481927711,0.8709677419354839,11,0.088,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-16.0,2025-08-13
UA,1270,2025-08-01,ORD,PUJ,2025-08-01 09:23:00+00:00,2025-08-01 15:05:00+00:00,2025-08-01 09:16:00+00:00,2025-08-01 14:50:00+00:00,179,B737-900,Mainline,78,78,70,9,222,0,0,13,4,79,3,0,0,0,0,0,0,122.0,33.0,8,-8,1.0,0.27049180327868855,20,0.09009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-15.0,2025-08-01
OO,5447,2025-08-12,ORD,PVD,2025-08-12 11:05:00+00:00,2025-08-12 14:39:00+00:00,2025-08-12 11:10:00+00:00,2025-08-12 14:35:00+00:00,70,ERJ-175,Express,71,69,34,11,66,0,0,0,0,57,1,0,0,0,0,0,0,53.0,33.0,37,-37,0.9428571428571428,0.6226415094339622,1,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-4.0,2025-08-12
OO,5526,2025-08-05,ORD,ATW,2025-08-05 18:05:00+00:00,2025-08-05 19:18:00+00:00,2025-08-05 17:59:00+00:00,2025-08-05 18:52:00+00:00,50,CRJ-200,Express,55,49,29,18,53,1,0,1,0,38,0,0,0,0,0,0,0,50.0,30.0,26,-26,1.0,0.6,2,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-26.0,2025-08-05
YX,3614,2025-08-14,ORD,MCI,2025-08-14 21:25:00+00:00,2025-08-14 23:14:00+00:00,2025-08-14 21:29:00+00:00,2025-08-14 23:07:00+00:00,76,ERJ-175,Express,60,82,34,21,80,1,0,6,2,39,0,0,0,0,0,0,0,21.0,11.0,26,-26,1.0,0.5238095238095238,9,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-7.0,2025-08-14
G7,4468,2025-08-11,ORD,LEX,2025-08-11 21:20:00+00:00,2025-08-11 23:50:00+00:00,2025-08-12 00:47:00+00:00,2025-08-12 03:10:00+00:00,50,CRJ-550,Express,55,23,29,21,37,0,0,0,0,31,0,0,0,0,0,0,0,35.0,32.0,26,-26,0.74,0.9142857142857143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,200.0,2025-08-11
OO,5852,2025-08-06,ORD,HSV,2025-08-06 10:50:00+00:00,2025-08-06 12:41:00+00:00,2025-08-06 10:42:00+00:00,2025-08-06 12:16:00+00:00,70,ERJ-175,Express,75,67,34,10,46,0,0,2,0,26,2,0,0,0,0,0,0,23.0,13.0,41,-41,0.6571428571428571,0.5652173913043478,4,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-25.0,2025-08-06
UA,1291,2025-08-13,ORD,IAH,2025-08-13 21:50:00+00:00,2025-08-14 00:40:00+00:00,2025-08-13 22:07:00+00:00,2025-08-14 00:42:00+00:00,179,B737-900,Mainline,85,52,56,21,42,1,0,2,0,28,1,0,0,0,0,0,0,25.0,9.0,29,-29,0.2346368715083799,0.36,4,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,2025-08-13
YX,3468,2025-08-15,ORD,BGR,2025-08-15 11:50:00+00:00,2025-08-15 15:39:00+00:00,2025-08-15 11:50:00+00:00,2025-08-15 15:22:00+00:00,76,ERJ-175,Express,47,30,34,11,81,1,0,2,0,51,1,0,0,0,0,0,0,46.0,25.0,13,-13,1.0,0.5434782608695652,4,0.04938271604938271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,2025-08-15
UA,2361,2025-08-07,ORD,LAX,2025-08-07 07:10:00+00:00,2025-08-07 09:40:00+00:00,2025-08-07 07:09:00+00:00,2025-08-07 09:28:00+00:00,234,B757-300,Mainline,5189,5206,66,7,257,1,0,7,2,162,2,0,0,0,0,0,0,134.0,43.0,5123,-5123,1.0,0.3208955223880597,12,0.04669260700389105,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-12.0,2025-08-07
UA,1941,2025-08-05,ORD,CVG,2025-08-05 14:26:00+00:00,2025-08-05 16:52:00+00:00,2025-08-05 14:18:00+00:00,2025-08-05 16:51:00+00:00,126,A319-100,Mainline,71,51,43,14,138,0,0,9,2,78,2,0,0,0,0,0,0,59.0,42.0,28,-28,1.0,0.711864406779661,13,0.09420289855072464,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-1.0,2025-08-05
UA,1996,2025-08-11,ORD,SJU,2025-08-11 08:49:00+00:00,2025-08-11 14:44:00+00:00,2025-08-11 08:46:00+00:00,2025-08-11 14:43:00+00:00,200,A321-2NX,Mainline,180,163,68,8,257,2,0,17,3,119,6,0,0,0,0,0,0,125.0,61.0,112,-112,1.0,0.488,28,0.10894941634241245,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,2025-08-11
UA,617,2025-08-03,ORD,CLT,2025-08-03 18:35:00+00:00,2025-08-03 21:45:00+00:00,2025-08-03 18:33:00+00:00,2025-08-03 21:56:00+00:00,166,B737-MAX8,Mainline,85,71,51,18,187,1,0,6,1,111,2,0,0,0,0,0,0,72.0,32.0,34,-34,1.0,0.4444444444444444,10,0.053475935828877004,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,11.0,2025-08-03
OO,5585,2025-08-14,ORD,ATW,2025-08-14 12:57:00+00:00,2025-08-14 14:08:00+00:00,2025-08-14 12:53:00+00:00,2025-08-14 14:02:00+00:00,50,CRJ-550,Express,59,86,29,12,58,0,0,2,1,41,2,0,0,0,0,0,0,38.0,32.0,30,-30,1.0,0.8421052631578947,5,0.08620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-6.0,2025-08-14
UA,587,2025-08-04,ORD,YUL,2025-08-04 14:07:00+00:00,2025-08-04 17:26:00+00:00,2025-08-04 14:01:00+00:00,2025-08-04 17:05:00+00:00,166,B737-MAX8,Mainline,61,77,65,14,204,0,0,12,1,100,0,0,0,0,0,0,0,96.0,58.0,-4,4,1.0,0.6041666666666666,13,0.06372549019607843,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-21.0,2025-08-04
UA,1834,2025-08-14,ORD,TPA,2025-08-14 11:12:00+00:00,2025-08-14 15:02:00+00:00,2025-08-14 20:06:00+00:00,2025-08-14 23:47:00+00:00,166,B737-800,Mainline,-223,259,51,11,103,1,0,4,1,71,4,0,0,0,0,0,0,72.0,35.0,-274,274,0.6204819277108434,0.4861111111111111,10,0.0970873786407767,0.0,0.0,0.0,0.0,0.0,0.0,534.0,525.0,2025-08-14
OO,4712,2025-08-14,ORD,ELP,2025-08-14 19:50:00+00:00,2025-08-14 22:23:00+00:00,2025-08-14 20:46:00+00:00,2025-08-14 22:55:00+00:00,76,ERJ-175,Express,-19,30,34,19,51,1,0,0,0,39,3,0,0,0,0,0,0,41.0,33.0,-53,53,0.6710526315789473,0.8048780487804879,4,0.0784313725490196,0.0,0.0,0.0,0.0,0.0,0.0,56.0,32.0,2025-08-14
G7,4436,2025-08-10,ORD,SGF,2025-08-10 12:45:00+00:00,2025-08-10 14:31:00+00:00,2025-08-10 12:39:00+00:00,2025-08-10 14:14:00+00:00,50,CRJ-550,Express,65,87,29,12,52,0,0,2,1,35,0,0,0,0,0,0,0,22.0,16.0,36,-36,1.0,0.7272727272727273,3,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-17.0,2025-08-10
UA,2487,2025-08-02,ORD,PHL,2025-08-02 21:23:00+00:00,2025-08-03 00:30:00+00:00,2025-08-02 21:37:00+00:00,2025-08-03 00:28:00+00:00,166,B737-800,Mainline,73,80,51,21,185,0,0,6,1,105,0,0,0,0,0,0,0,95.0,69.0,22,-22,1.0,0.7263157894736842,7,0.03783783783783784,0.0,0.0,0.0,0.0,0.0,0.0,14.0,-2.0,2025-08-02
UA,2154,2025-08-15,ORD,ROC,2025-08-15 18:25:00+00:00,2025-08-15 21:13:00+00:00,2025-08-15 18:49:00+00:00,2025-08-15 21:46:00+00:00,179,B737-900,Mainline,123,169,119,18,176,0,0,1,0,133,3,0,0,0,0,0,0,130.0,102.0,4,-4,0.9832402234636871,0.7846153846153846,4,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,24.0,33.0,2025-08-15
UA,563,2025-08-07,ORD,EWR,2025-08-07 07:15:00+00:00,2025-08-07 10:33:00+00:00,2025-08-07 07:03:00+00:00,2025-08-07 10:10:00+00:00,200,A321-2NX,Mainline,767,348,62,7,238,1,0,11,1,154,3,0,0,0,0,0,0,87.0,8.0,705,-705,1.0,0.09195402298850575,16,0.06722689075630252,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,-23.0,2025-08-07
UA,1269,2025-08-10,ORD,CLE,2025-08-10 17:50:00+00:00,2025-08-10 20:18:00+00:00,2025-08-10 18:50:00+00:00,2025-08-10 21:40:00+00:00,126,B737-700,Mainline,64,56,43,17,145,0,0,8,2,97,0,0,0,0,0,0,0,71.0,32.0,21,-21,1.0,0.4507042253521127,10,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,60.0,82.0,2025-08-10
YX,3603,2025-08-05,ORD,CMH,2025-08-05 13:00:00+00:00,2025-08-05 15:35:00+00:00,2025-08-05 12:52:00+00:00,2025-08-05 15:23:00+00:00,76,ERJ-175,Express,55,76,34,13,71,1,0,0,0,62,3,0,0,0,0,0,0,67.0,43.0,21,-21,0.9342105263157895,0.6417910447761194,4,0.056338028169014086,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-12.0,2025-08-05
UA,1335,2025-08-08,ORD,BUF,2025-08-08 18:20:00+00:00,2025-08-08 21:01:00+00:00,2025-08-08 21:01:00+00:00,2025-08-09 00:04:00+00:00,179,B737-900,Mainline,-125,41,56,18,93,0,0,1,0,72,2,0,0,0,0,0,0,46.0,42.0,-181,181,0.5195530726256983,0.9130434782608695,3,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,161.0,183.0,2025-08-08
UA,349,2025-08-11,ORD,BTV,2025-08-11 18:35:00+00:00,2025-08-11 21:52:00+00:00,2025-08-11 18:27:00+00:00,2025-08-11 21:59:00+00:00,166,B737-800,Mainline,99,111,51,18,178,3,0,6,1,114,3,0,0,0,0,0,0,108.0,89.0,48,-48,1.0,0.8240740740740741,13,0.07303370786516854,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,7.0,2025-08-11
OO,5353,2025-08-09,ORD,GRR,2025-08-09 09:05:00+00:00,2025-08-09 11:17:00+00:00,2025-08-09 08:59:00+00:00,2025-08-09 11:13:00+00:00,50,CRJ-550,Express,60,80,29,9,64,1,0,5,1,34,1,0,0,0,0,0,0,43.0,41.0,31,-31,1.0,0.9534883720930233,8,0.125,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-4.0,2025-08-09
UA,1577,2025-08-09,ORD,SFO,2025-08-09 14:40:00+00:00,2025-08-09 17:26:00+00:00,2025-08-09 16:20:00+00:00,2025-08-09 18:54:00+00:00,234,B757-300,Mainline,80,69,66,14,309,1,0,23,5,142,4,0,0,0,0,0,0,207.0,72.0,14,-14,1.0,0.34782608695652173,33,0.10679611650485436,0.0,0.0,0.0,0.0,0.0,0.0,100.0,88.0,2025-08-09
UA,2100,2025-08-09,ORD,SLC,2025-08-09 13:11:00+00:00,2025-08-09 15:40:00+00:00,2025-08-09 13:06:00+00:00,2025-08-09 15:38:00+00:00,166,B737-800,Mainline,68,96,51,13,212,4,0,11,1,114,2,0,0,0,0,0,0,130.0,72.0,17,-17,1.0,0.5538461538461539,18,0.08490566037735849,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-2.0,2025-08-09
UA,1347,2025-08-03,ORD,FLL,2025-08-03 16:20:00+00:00,2025-08-03 20:34:00+00:00,2025-08-03 16:33:00+00:00,2025-08-03 20:29:00+00:00,179,B737-MAX9,Mainline,35,59,56,16,202,0,0,8,0,132,2,0,0,0,0,0,0,112.0,35.0,-21,21,1.0,0.3125,10,0.04950495049504951,0.0,0.0,0.0,0.0,0.0,0.0,13.0,-5.0,2025-08-03
UA,1531,2025-08-08,ORD,DSM,2025-08-08 20:20:00+00:00,2025-08-08 21:47:00+00:00,2025-08-08 20:29:00+00:00,2025-08-08 21:45:00+00:00,126,A319-100,Mainline,90,127,43,20,152,2,0,7,3,91,3,0,0,0,0,0,0,114.0,99.0,47,-47,1.0,0.868421052631579,15,0.09868421052631579,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-2.0,2025-08-08
OO,5843,2025-08-07,ORD,ECP,2025-08-07 10:50:00+00:00,2025-08-07 13:23:00+00:00,2025-08-07 10:43:00+00:00,2025-08-07 13:09:00+00:00,76,ERJ-175,Express,75,75,34,10,100,1,0,5,1,47,2,0,0,0,0,0,0,51.0,5.0,41,-41,1.0,0.09803921568627451,9,0.09,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-14.0,2025-08-07
UA,1801,2025-08-10,ORD,DEN,2025-08-10 16:20:00+00:00,2025-08-10 18:12:00+00:00,2025-08-10 17:48:00+00:00,2025-08-10 20:46:00+00:00,234,B757-300,Mainline,75,73,66,16,268,2,0,9,3,162,2,0,0,0,0,0,0,179.0,64.0,9,-9,1.0,0.3575418994413408,16,0.05970149253731343,0.0,0.0,0.0,0.0,0.0,0.0,88.0,154.0,2025-08-10
OO,5868,2025-08-10,ORD,YWG,2025-08-10 19:58:00+00:00,2025-08-10 22:33:00+00:00,2025-08-10 20:53:00+00:00,2025-08-10 23:03:00+00:00,76,ERJ-175,Express,68,125,42,19,70,0,0,3,1,41,1,0,0,0,0,0,0,38.0,27.0,26,-26,0.9210526315789473,0.7105263157894737,5,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,55.0,30.0,2025-08-10
YX,3409,2025-08-06,ORD,YOW,2025-08-06 13:56:00+00:00,2025-08-06 17:06:00+00:00,2025-08-06 13:55:00+00:00,2025-08-06 16:43:00+00:00,76,ERJ-175,Express,50,40,42,13,76,1,0,3,2,45,4,0,0,0,0,0,0,33.0,30.0,8,-8,1.0,0.9090909090909091,10,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-23.0,2025-08-06
UA,1502,2025-08-07,ORD,RDU,2025-08-07 14:00:00+00:00,2025-08-07 17:08:00+00:00,2025-08-07 14:54:00+00:00,2025-08-07 17:58:00+00:00,179,B737-MAX9,Mainline,46,56,56,14,185,1,0,8,0,127,6,0,0,0,0,0,0,81.0,43.0,-10,10,1.0,0.5308641975308642,15,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,54.0,50.0,2025-08-07
UA,1634,2025-08-12,ORD,IAD,2025-08-12 14:24:00+00:00,2025-08-12 17:30:00+00:00,2025-08-12 17:47:00+00:00,2025-08-12 21:31:00+00:00,179,B737-MAX9,Mainline,77,319,56,14,198,1,0,9,1,115,2,0,0,0,0,0,0,103.0,73.0,21,-21,1.0,0.7087378640776699,13,0.06565656565656566,0.0,0.0,0.0,0.0,0.0,0.0,203.0,241.0,2025-08-12
UA,929,2025-08-04,ORD,LHR,2025-08-04 16:05:00+00:00,2025-08-05 06:20:00+00:00,2025-08-04 16:29:00+00:00,2025-08-05 06:30:00+00:00,167,B767-300,Mainline,195,219,145,16,169,0,0,6,1,92,0,0,0,0,0,0,0,165.0,19.0,50,-50,1.0,0.11515151515151516,7,0.04142011834319527,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,2025-08-04
G7,4585,2025-08-08,ORD,DAY,2025-08-08 10:55:00+00:00,2025-08-08 13:18:00+00:00,2025-08-08 10:50:00+00:00,2025-08-08 12:54:00+00:00,50,CRJ-550,Express,62,72,29,10,54,0,0,2,1,43,2,0,0,0,0,0,0,26.0,22.0,33,-33,1.0,0.8461538461538461,5,0.09259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-24.0,2025-08-08
OO,4792,2025-08-14,ORD,ROA,2025-08-14 17:57:00+00:00,2025-08-14 21:04:00+00:00,2025-08-14 18:11:00+00:00,2025-08-14 21:20:00+00:00,76,ERJ-175,Express,42,55,34,17,85,1,0,3,1,54,1,0,0,0,0,0,0,61.0,47.0,8,-8,1.0,0.7704918032786885,6,0.07058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,2025-08-14
UA,1620,2025-08-06,ORD,SEA,2025-08-06 08:50:00+00:00,2025-08-06 11:37:00+00:00,2025-08-06 08:44:00+00:00,2025-08-06 11:30:00+00:00,200,A321-2NX,Mainline,577,578,62,8,249,1,0,14,4,136,3,0,0,0,0,0,0,136.0,92.0,515,-515,1.0,0.6764705882352942,22,0.08835341365461848,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-7.0,2025-08-06
OO,5103,2025-08-15,ORD,JLN,2025-08-15 21:50:00+00:00,2025-08-15 23:40:00+00:00,2025-08-15 21:48:00+00:00,2025-08-15 23:19:00+00:00,50,CRJ-200,Express,195,197,29,21,42,0,0,0,0,33,0,0,0,0,0,0,0,30.0,13.0,166,-166,0.84,0.43333333333333335,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-21.0,2025-08-15
OO,5469,2025-08-06,ORD,SDF,2025-08-06 07:25:00+00:00,2025-08-06 09:57:00+00:00,2025-08-06 07:19:00+00:00,2025-08-06 09:43:00+00:00,50,CRJ-550,Express,82,91,29,7,43,0,0,0,0,43,0,0,0,0,0,0,0,17.0,13.0,53,-53,0.86,0.7647058823529411,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-14.0,2025-08-06
OO,4748,2025-08-12,ORD,ATW,2025-08-12 20:20:00+00:00,2025-08-12 21:35:00+00:00,2025-08-13 00:08:00+00:00,2025-08-13 01:04:00+00:00,50,CRJ-550,Express,857,766,29,20,40,0,0,1,0,24,2,0,0,0,0,0,0,46.0,46.0,828,-828,0.8,1.0,3,0.075,0.0,0.0,0.0,0.0,0.0,0.0,228.0,209.0,2025-08-12
G7,4519,2025-08-09,ORD,SCE,2025-08-09 18:20:00+00:00,2025-08-09 21:24:00+00:00,2025-08-09 18:36:00+00:00,2025-08-09 21:26:00+00:00,50,CRJ-550,Express,75,34,29,18,60,0,0,4,2,33,1,0,0,0,0,0,0,50.0,49.0,46,-46,1.0,0.98,7,0.11666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,2025-08-09
YX,3536,2025-08-08,ORD,YUL,2025-08-08 07:15:00+00:00,2025-08-08 10:40:00+00:00,2025-08-08 07:14:00+00:00,2025-08-08 10:45:00+00:00,76,ERJ-175,Express,55,83,42,7,84,1,0,2,0,60,0,0,0,0,0,0,0,60.0,33.0,13,-13,1.0,0.55,3,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,2025-08-08
UA,1761,2025-08-04,ORD,FAT,2025-08-04 19:57:00+00:00,2025-08-04 22:30:00+00:00,2025-08-04 20:35:00+00:00,2025-08-04 23:19:00+00:00,126,B737-700,Mainline,67,84,43,19,135,0,0,4,0,85,6,0,0,0,0,0,0,96.0,45.0,24,-24,1.0,0.46875,10,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,38.0,49.0,2025-08-04
OO,5414,2025-08-10,ORD,MEM,2025-08-10 15:35:00+00:00,2025-08-10 17:34:00+00:00,2025-08-10 16:46:00+00:00,2025-08-10 18:35:00+00:00,50,CRJ-550,Express,46,44,29,15,48,0,0,1,1,42,0,0,0,0,0,0,0,45.0,25.0,17,-17,0.96,0.5555555555555556,2,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,71.0,61.0,2025-08-10
G7,4452,2025-08-06,ORD,RIC,2025-08-06 10:50:00+00:00,2025-08-06 13:57:00+00:00,2025-08-06 10:47:00+00:00,2025-08-06 14:05:00+00:00,50,CRJ-550,Express,58,65,29,10,56,1,0,2,1,39,0,0,0,0,0,0,0,32.0,16.0,29,-29,1.0,0.5,4,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,8.0,2025-08-06
UA,422,2025-08-08,ORD,ATH,2025-08-08 16:15:00+00:00,2025-08-09 10:30:00+00:00,2025-08-08 17:12:00+00:00,2025-08-09 11:17:00+00:00,318,B787-10,Mainline,185,208,155,16,353,3,0,15,2,175,3,0,0,0,0,0,0,282.0,159.0,30,-30,1.0,0.5638297872340425,23,0.06515580736543909,0.0,0.0,0.0,0.0,0.0,0.0,57.0,47.0,2025-08-08
UA,2278,2025-08-08,ORD,SEA,2025-08-08 16:15:00+00:00,2025-08-08 18:58:00+00:00,2025-08-08 18:06:00+00:00,2025-08-08 21:03:00+00:00,200,A321-2NX,Mainline,80,218,62,16,239,0,0,14,5,119,11,0,0,0,0,0,0,138.0,89.0,18,-18,1.0,0.644927536231884,30,0.12552301255230125,0.0,0.0,0.0,0.0,0.0,0.0,111.0,125.0,2025-08-08
UA,1967,2025-08-04,ORD,LAX,2025-08-04 18:15:00+00:00,2025-08-04 20:47:00+00:00,2025-08-04 21:17:00+00:00,2025-08-04 23:16:00+00:00,179,B737-900,Mainline,65,252,56,18,190,1,0,4,0,136,0,0,0,0,0,0,0,184.0,19.0,9,-9,1.0,0.10326086956521739,5,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,182.0,149.0,2025-08-04
UA,944,2025-08-15,ORD,FRA,2025-08-15 15:10:00+00:00,2025-08-16 06:30:00+00:00,2025-08-15 15:07:00+00:00,2025-08-16 06:16:00+00:00,318,B787-10,Mainline,505,494,155,15,399,1,0,23,7,201,9,0,0,0,0,0,0,404.0,262.0,350,-350,1.0,0.6485148514851485,40,0.10025062656641603,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-14.0,2025-08-15
OO,5140,2025-08-06,ORD,CMX,2025-08-06 21:05:00+00:00,2025-08-06 23:44:00+00:00,2025-08-06 21:13:00+00:00,2025-08-06 23:43:00+00:00,50,CRJ-200,Express,61,80,29,21,20,0,0,0,0,18,2,0,0,0,0,0,0,23.0,10.0,32,-32,0.4,0.43478260869565216,2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-1.0,2025-08-06
UA,1010,2025-08-06,ORD,DCA,2025-08-06 08:00:00+00:00,2025-08-06 10:56:00+00:00,2025-08-06 07:50:00+00:00,2025-08-06 10:40:00+00:00,150,A320-200,Mainline,92,98,52,8,91,1,0,3,1,55,0,0,0,0,0,0,0,34.0,20.0,40,-40,0.6066666666666667,0.5882352941176471,5,0.054945054945054944,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-16.0,2025-08-06
